,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,City,Population
115,FDD17,7.5,Low Fat,0.032677677999999995,Frozen Foods,239.0906,49,1999,Medium,Tier 1,Supermarket Type1,5942.265,Hamilton,747545
116,FDZ16,16.85,Regular,0.160760054,Frozen Foods,192.4478,17,2007,Small,Tier 2,Supermarket Type1,4843.695,Windsor,329144
117,FDZ46,7.485,Low Fat,0.06911065,Snack Foods,109.0228,35,2004,Small,Tier 2,Supermarket Type1,2542.0244,Ottawa,1323783
118,DRA12,11.6,Low Fat,0.041177505,Soft Drinks,140.3154,17,2007,Small,Tier 2,Supermarket Type1,2552.6772,Windsor,329144
119,FDY58,11.65,Low Fat,0.040081193,Snack Foods,227.0694,18,2009,Medium,Tier 3,Supermarket Type2,1141.847,Missisauga,713443
120,NCF19,13.0,Low Fat,0.035307322,Household,47.5034,17,2007,Small,Tier 2,Supermarket Type1,680.4476,Windsor,329144
121,DRJ13,12.65,LF,0.063017847,Soft Drinks,159.0578,45,2002,Small,Tier 1,Supermarket Type1,2085.9514,Kingston,123798
122,FDB14,20.25,Regular,0.171938781,Canned,92.512,10,1998,Small,Tier 3,Grocery Store,186.424,Waterloo,104986
123,FDJ38,8.6,Regular,0.040197932,Canned,190.153,35,2004,Small,Tier 2,Supermarket Type1,3036.048,Ottawa,1323783
124,FDW11,12.6,Low Fat,0.049058014000000004,Breads,62.7194,17,2007,Small,Tier 2,Supermarket Type1,866.8716,Windsor,329144
125,FDL40,17.7,Low Fat,0.01161096,Frozen Foods,95.041,35,2004,Small,Tier 2,Supermarket Type1,868.8689999999999,Ottawa,1323783
126,DRI49,14.15,Low Fat,0.183507295,Soft Drinks,82.4276,46,1997,Small,Tier 1,Supermarket Type1,1137.1864,London,383822
127,FDV38,19.25,Low Fat,0.102349519,Dairy,52.7956,17,2007,Small,Tier 2,Supermarket Type1,928.1252,Windsor,329144
128,DRG23,8.88,Low Fat,0.08670898699999999,Hard Drinks,151.7682,13,1987,High,Tier 2,Supermarket Type1,762.341,Brampton,593638
129,NCP30,20.5,Low Fat,0.032835147,Household,40.2822,45,2002,Small,Tier 1,Supermarket Type1,707.0796,Kingston,123798
130,FDY25,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.033809913,Canned,180.5976,27,1985,Medium,Tier 1,Supermarket Type3,7968.2944,Toronto,2731571
131,NCH54,13.5,Low Fat,0.07266912,Household,160.292,46,1997,Small,Tier 1,Supermarket Type1,1438.128,London,383822
132,NCR53,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.144338493,Health and Hygiene,224.4404,27,1985,Medium,Tier 1,Supermarket Type3,6976.2524,Toronto,2731571
133,FDS52,8.89,Low Fat,0.009163216,Frozen Foods,101.7016,10,1998,Small,Tier 3,Grocery Store,101.2016,Waterloo,104986
134,FDG02,7.855,Low Fat,0.011307038,Canned,188.5188,18,2009,Medium,Tier 3,Supermarket Type2,952.0939999999999,Missisauga,713443
135,NCO26,7.235,Low Fat,0.076855628,Household,116.0492,46,1997,Small,Tier 1,Supermarket Type1,1969.4364,London,383822
136,FDH35,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.059956876,Starchy Foods,165.4526,27,1985,Medium,Tier 1,Supermarket Type3,5262.4832,Toronto,2731571
137,FDB51,6.92,Low Fat,0.038532062,Dairy,60.5852,45,2002,Small,Tier 1,Supermarket Type1,1314.2892,Kingston,123798
138,FDX44,9.3,Low Fat,0.043209581,Fruits and Vegetables,90.8172,17,2007,Small,Tier 2,Supermarket Type1,535.3032,Windsor,329144
139,NCN07,18.5,Low Fat,0.056816465,Others,132.1284,10,1998,Small,Tier 3,Grocery Store,263.6568,Waterloo,104986
140,NCC31,8.02,Low Fat,0.019866705,Household,154.5972,35,2004,Small,Tier 2,Supermarket Type1,1402.1748,Ottawa,1323783
141,NCX54,9.195,Low Fat,0.048331717,Household,105.1622,17,2007,Small,Tier 2,Supermarket Type1,1693.7952,Windsor,329144
142,NCO55,12.8,Low Fat,0.091221855,Others,105.5938,45,2002,Small,Tier 1,Supermarket Type1,2143.876,Kingston,123798
143,NCC30,16.6,Low Fat,0.027622076000000002,Household,177.6344,49,1999,Medium,Tier 1,Supermarket Type1,2676.5159999999996,Hamilton,747545
144,FDI16,14.0,Regular,0.0,Frozen Foods,53.06399999999999,35,2004,Small,Tier 2,Supermarket Type1,905.488,Ottawa,1323783
145,FDP16,18.6,Low Fat,0.039355947,Frozen Foods,246.3802,49,1999,Medium,Tier 1,Supermarket Type1,7370.406,Hamilton,747545
146,FDB11,16.0,Low Fat,0.060836524,Starchy Foods,226.8404,35,2004,Small,Tier 2,Supermarket Type1,6301.1312,Ottawa,1323783
147,NCB06,17.6,Low Fat,0.082316506,Health and Hygiene,160.692,35,2004,Small,Tier 2,Supermarket Type1,1597.92,Ottawa,1323783
148,FDA45,21.25,Low Fat,0.155350299,Snack Foods,178.237,35,2004,Small,Tier 2,Supermarket Type1,529.311,Ottawa,1323783
149,NCO26,7.235,Low Fat,0.076841095,Household,117.5492,35,2004,Small,Tier 2,Supermarket Type1,1969.4364,Ottawa,1323783
150,DRJ25,14.6,Low Fat,0.151419185,Soft Drinks,50.3692,17,2007,Small,Tier 2,Supermarket Type1,1034.6532,Windsor,329144
151,FDR28,13.85,reg,0.026001976,Frozen Foods,161.52100000000002,18,2009,Medium,Tier 3,Supermarket Type2,1794.3310000000001,Missisauga,713443
152,FDI04,13.65,Regular,0.073209447,Frozen Foods,197.6426,18,2009,Medium,Tier 3,Supermarket Type2,2768.3964,Missisauga,713443
153,DRK12,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.041683481,Soft Drinks,31.29,27,1985,Medium,Tier 1,Supermarket Type3,898.83,Toronto,2731571
154,FDX20,7.365,Low Fat,0.042560252,Fruits and Vegetables,226.172,46,1997,Small,Tier 1,Supermarket Type1,3169.208,London,383822
155,NCI18,18.35,Low Fat,0.014081156000000001,Household,223.5746,18,2009,Medium,Tier 3,Supermarket Type2,3589.9936,Missisauga,713443
156,FDB36,5.465,Regular,0.0,Baking Goods,132.5626,18,2009,Medium,Tier 3,Supermarket Type2,262.3252,Missisauga,713443
157,FDN13,18.6,Low Fat,0.152918384,Breakfast,99.8358,17,2007,Small,Tier 2,Supermarket Type1,1910.1802,Windsor,329144
158,DRD24,13.85,Low Fat,0.030969273999999998,Soft Drinks,140.9154,17,2007,Small,Tier 2,Supermarket Type1,1701.7848,Windsor,329144
159,FDQ28,14.0,Regular,0.06037677599999999,Frozen Foods,154.5656,13,1987,High,Tier 2,Supermarket Type1,2471.4496,Brampton,593638
160,FDM22,14.0,Regular,0.04192285,Snack Foods,54.763999999999996,13,1987,High,Tier 2,Supermarket Type1,1331.6,Brampton,593638
161,FDR07,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.077367431,Fruits and Vegetables,97.0094,27,1985,Medium,Tier 1,Supermarket Type3,1808.9786,Toronto,2731571
162,FDV25,5.905,Low Fat,0.045838211,Canned,222.5456,18,2009,Medium,Tier 3,Supermarket Type2,3315.684,Missisauga,713443
163,DRF49,7.27,Low Fat,0.071077939,Soft Drinks,114.2518,46,1997,Small,Tier 1,Supermarket Type1,2618.5914,London,383822
164,FDW51,6.155,Regular,0.09465987099999999,Meat,214.55599999999998,46,1997,Small,Tier 1,Supermarket Type1,2769.728,London,383822
165,DRL01,19.5,Regular,0.077608838,Soft Drinks,233.4958,17,2007,Small,Tier 2,Supermarket Type1,5375.0034,Windsor,329144
166,FDP25,15.2,Low Fat,0.021327477,Canned,216.8824,17,2007,Small,Tier 2,Supermarket Type1,2838.9712,Windsor,329144
167,FDL50,12.15,Regular,0.042485444000000004,Canned,125.0046,18,2009,Medium,Tier 3,Supermarket Type2,1743.0644,Missisauga,713443
168,NCB30,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.025578526,Household,198.8084,27,1985,Medium,Tier 1,Supermarket Type3,5555.4352,Toronto,2731571
169,FDW11,12.6,Low Fat,0.048980800000000005,Breads,61.9194,18,2009,Medium,Tier 3,Supermarket Type2,619.194,Missisauga,713443
170,NCM43,14.5,Low Fat,0.019471688,Others,164.821,35,2004,Small,Tier 2,Supermarket Type1,2120.573,Ottawa,1323783
171,FDK44,16.6,Low Fat,0.122918852,Fruits and Vegetables,173.0738,17,2007,Small,Tier 2,Supermarket Type1,3823.0236,Windsor,329144
172,FDM15,11.8,Regular,0.057373797000000004,Meat,151.4366,13,1987,High,Tier 2,Supermarket Type1,1360.2294,Brampton,593638
173,FDS31,13.1,Regular,0.044155597000000005,Fruits and Vegetables,178.8318,13,1987,High,Tier 2,Supermarket Type1,3969.4996,Brampton,593638
174,FDI32,17.7,Low Fat,0.291865402,Fruits and Vegetables,115.1834,10,1998,Small,Tier 3,Grocery Store,345.5502,Waterloo,104986
175,FDR47,17.85,LF,0.0,Breads,196.5794,10,1998,Small,Tier 3,Grocery Store,585.2382,Waterloo,104986
176,FDB35,12.3,Regular,0.064750025,Starchy Foods,92.6804,45,2002,Small,Tier 1,Supermarket Type1,1010.6844,Kingston,123798
177,NCU05,11.8,Low Fat,0.098312421,Health and Hygiene,81.4618,10,1998,Small,Tier 3,Grocery Store,161.1236,Waterloo,104986
178,DRY23,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.191013663,Soft Drinks,42.1112,19,1985,Small,Tier 2,Grocery Store,42.6112,Barrie,197059
179,FDO24,11.1,Low Fat,0.176573035,Baking Goods,157.4604,45,2002,Small,Tier 1,Supermarket Type1,3010.7476,Kingston,123798
180,FDQ28,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.060134441,Frozen Foods,153.0656,27,1985,Medium,Tier 1,Supermarket Type3,6024.1584,Toronto,2731571
181,FDV39,11.3,Low Fat,0.0072946519999999996,Meat,198.1426,45,2002,Small,Tier 1,Supermarket Type1,988.7130000000001,Kingston,123798
182,NCO17,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.128478462,Health and Hygiene,117.944,19,1985,Small,Tier 2,Grocery Store,239.688,Barrie,197059
183,FDU50,5.75,Regular,0.075107656,Dairy,112.8176,13,1987,High,Tier 2,Supermarket Type1,1374.2112,Brampton,593638
184,FDT12,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.049381405999999996,Baking Goods,226.8062,27,1985,Medium,Tier 1,Supermarket Type3,4739.8302,Toronto,2731571
185,FDK58,11.35,Regular,0.045165795999999994,Snack Foods,100.0016,18,2009,Medium,Tier 3,Supermarket Type2,1012.0160000000001,Missisauga,713443
186,FDO08,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.09415375,Fruits and Vegetables,165.7526,19,1985,Small,Tier 2,Grocery Store,657.8104,Barrie,197059
187,NCW29,14.0,Low Fat,0.028907832,Health and Hygiene,130.431,49,1999,Medium,Tier 1,Supermarket Type1,778.9860000000001,Hamilton,747545
188,FDE04,19.75,Regular,0.018059621,Frozen Foods,179.766,45,2002,Small,Tier 1,Supermarket Type1,2336.958,Kingston,123798
189,NCB19,6.525,Low Fat,0.09043609400000001,Household,85.0882,49,1999,Medium,Tier 1,Supermarket Type1,2233.0932,Hamilton,747545
190,FDV15,10.3,Low Fat,0.146399712,Meat,103.9648,49,1999,Medium,Tier 1,Supermarket Type1,1661.8368,Hamilton,747545
191,FDL58,5.78,Regular,0.07426435599999999,Snack Foods,264.7568,49,1999,Medium,Tier 1,Supermarket Type1,4745.8224,Hamilton,747545
192,FDA08,11.85,Regular,0.050186725999999994,Fruits and Vegetables,164.1526,45,2002,Small,Tier 1,Supermarket Type1,3124.5994,Kingston,123798
193,FDT43,16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1324,18,2009,Medium,Tier 3,Supermarket Type2,467.3916,Missisauga,713443
194,NCX06,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.01561108,Household,182.5976,27,1985,Medium,Tier 1,Supermarket Type3,5070.7328,Toronto,2731571
195,FDT20,10.5,Low Fat,0.041395445,Fruits and Vegetables,37.6164,46,1997,Small,Tier 1,Supermarket Type1,540.6296,London,383822
196,FDB41,19.0,Regular,0.097313129,Frozen Foods,48.0718,46,1997,Small,Tier 1,Supermarket Type1,992.7078,London,383822
197,NCN55,14.6,Low Fat,0.059582996,Others,238.8538,49,1999,Medium,Tier 1,Supermarket Type1,6008.845,Hamilton,747545
198,FDE40,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.09866365199999999,Dairy,62.9194,27,1985,Medium,Tier 1,Supermarket Type3,2105.2596,Toronto,2731571
199,FDX49,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",reg,0.101338651,Canned,232.63,27,1985,Medium,Tier 1,Supermarket Type3,5359.69,Toronto,2731571
200,NCM53,18.75,Low Fat,0.052146455999999994,Health and Hygiene,104.62799999999999,45,2002,Small,Tier 1,Supermarket Type1,745.696,Kingston,123798
201,FDE36,5.26,Regular,0.041764487,Baking Goods,161.8868,35,2004,Small,Tier 2,Supermarket Type1,3275.736,Ottawa,1323783
202,FDN57,18.25,Low Fat,0.054344185999999996,Snack Foods,140.2154,45,2002,Small,Tier 1,Supermarket Type1,1701.7848,Kingston,123798
